"Data Source","World Development Indicators",

"Last Updated Date","2016-11-17",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Somalia","SOM","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","750","750","750","780","780","800","830","850","880","910","940","1030","1130","1220","1290","1360","1440","1510","1580","1650","1720","1800","1820","1915","1875","1820","1750","1700","1670","1630","1600","1530","1450","1380","1300","1250","1150","1000","1000","1000","1000","1050","1180","1290","1371","1371","","","","","","","","","","",
"Somalia","SOM","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","439050","439100","439150","439200","439250","439300","439350","439400","439450","439500","439550","439600","439650","439700","439750","439800","439850","439900","439950","440000","440050","440100","440150","440200","440250","440300","440350","440390","440400","440420","440420","440430","440440","440500","440560","440610","440660","440670","440670","440670","440710","442260","442760","443770","443770","441680","440280","441280","441280","441280","440280","440250","441250","","","",
"Somalia","SOM","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","69.9859725188893","69.9939426786113","70.0019128383333","70.0098829980553","70.0178531577773","70.0258233174993","70.0337934772213","70.0417636369433","70.0497337966653","70.0577039563873","70.0656741161093","70.0736442758313","70.0816144355533","70.0895845952753","70.0975547549973","70.1055249147193","70.1134950744413","70.1214652341633","70.1294353938853","70.1374055536073","70.1453757133293","70.1533458730513","70.1613160327733","70.1692861924953","70.1772563522173","70.1852265119393","70.1931966716613","70.1995727994389","70.2011668313833","70.2043548952721","70.2043548952721","70.2059489272165","70.2075429591609","70.2171071508273","70.2266713424937","70.2346415022157","70.2426116619377","70.2442056938821","70.2442056938821","70.2442056938821","70.2505818216597","70.4976567730417","70.5773583702617","70.7383555966462","70.7383555966462","70.4052029202665","70.1820384480505","70.3414416424905","70.3414416424905","70.3414416424905","70.1820384480505","70.1772563522173","70.3366595466573","","","",
"Somalia","SOM","Arable land (hectares)","AG.LND.ARBL.HA","","891000","896000","901000","906000","911000","916000","921000","926000","931000","936000","941000","946000","951000","955000","960000","965000","969000","974000","979000","984000","989000","994000","999000","1004000","1009000","1014000","1018000","1021000","1021000","1022000","1022000","1023000","1024000","1030000","1035000","1039000","1043000","1043000","1043000","1043000","1045000","1200000","1250000","1350000","1350000","1140000","1000000","1100000","1100000","1100000","1000000","1000000","1100000","","","",
"Somalia","SOM","Arable land (hectares per person)","AG.LND.ARBL.HA.PC","","0.316554297588752","0.311658244473632","0.306738023258981","0.301781409665599","0.296785400373604","0.291325991239866","0.285382733569964","0.279664438914914","0.275003293541056","0.271664992947159","0.27059140180724","0.271037261893336","0.269670415113793","0.262033511753918","0.247361796258911","0.226545178977734","0.20382196687567","0.184154088948694","0.169995941976339","0.161584128760218","0.158196211288715","0.158493817624959","0.161137582945934","0.164233373661024","0.166270490283723","0.166701656478521","0.165827565069808","0.164218376020193","0.162438492927164","0.161667548561562","0.161720861880415","0.162535309326301","0.163337078601503","0.164041184848774","0.163083555505134","0.160317536732621","0.156306643362041","0.151066787887022","0.145906653875004","0.141224272268482","0.13731836033205","0.153311470265943","0.155489965050832","0.163615460521771","0.159443709166171","0.131231495927392","0.112245854339677","0.120447772258228","0.117561220272642","0.114802007240041","0.101971413333986","0.0996648271861729","0.107127306292648","","","",
"Somalia","SOM","Arable land (% of land area)","AG.LND.ARBL.ZS","","1.42028246246055","1.42825262218255","1.43622278190455","1.44419294162655","1.45216310134855","1.46013326107055","1.46810342079255","1.47607358051455","1.48404374023655","1.49201389995856","1.49998405968056","1.50795421940256","1.51592437912456","1.52230050690216","1.53027066662416","1.53824082634616","1.54461695412376","1.55258711384576","1.56055727356776","1.56852743328976","1.57649759301176","1.58446775273376","1.59243791245577","1.60040807217777","1.60837823189977","1.61634839162177","1.62272451939937","1.62750661523257","1.62750661523257","1.62910064717697","1.62910064717697","1.63069467912137","1.63228871106577","1.64185290273217","1.64982306245417","1.65619919023177","1.66257531800937","1.66257531800937","1.66257531800937","1.66257531800937","1.66576338189817","1.9128383332802","1.99253993050021","2.15194312494022","2.15194312494022","1.81719641661619","1.59403194440017","1.75343513884018","1.75343513884018","1.75343513884018","1.59403194440017","1.59403194440017","1.75343513884018","","","",
"Somalia","SOM","Land under cereal production (hectares)","AG.LND.CREL.HA","","521000","515000","520000","511000","507000","502000","535000","515000","519000","480250","445100","645670","387050","395070","511100","614300","616800","582100","616600","575200","723200","758500","558700","769600","687500","636900","783000","860200","825300","732500","455800","401628","364500","987400","576457","560170","635795","479839","513321","535373","527960","574242","585834","631619","644667","527777","325192","414527","551740","618981","260081","323821","397538","343180","","",
"Somalia","SOM","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","0.0223164472216023","0.0223164472216023","0.0223164472216023","0.0223164472216023","0.0223164472216023","0.0223164472216023","0.0223164472216023","0.0223164472216023","0.0223164472216023","0.0223164472216023","0.0223164472216023","0.0223164472216023","0.0223164472216023","0.0239104791660025","0.0239104791660025","0.0239104791660025","0.0255045111104026","0.0255045111104026","0.0255045111104026","0.0255045111104026","0.0255045111104026","0.0255045111104026","0.0255045111104026","0.0255045111104026","0.0255045111104026","0.0255045111104026","0.0270985430548028","0.028692574999203","0.0302866069436032","0.0318806388880033","0.0318806388880033","0.0318806388880033","0.0318806388880033","0.0318806388880033","0.0334746708324035","0.0350687027768036","0.0366627347212038","0.038256766665604","0.038256766665604","0.038256766665604","0.0414448305544043","0.0414448305544043","0.0414448305544043","0.0430388624988045","0.0430388624988045","0.0446328944432046","0.0446328944432046","0.0446328944432046","0.0446328944432046","0.0446328944432046","0.0446328944432046","0.0398507986100041","0.0398507986100041","","","",
